Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,hour,minute,is_weekend,hour_sin,hour_cos,minute_sin,minute_cos,geohash_prefix_2,geohash_prefix_3,geohash_prefix_4,lane_vehicle_interaction,temp_lane_interaction,avg_demand_by_hour,avg_demand_by_road,avg_demand_by_weather
21498,qp09gx,48,1900-01-01 06:00:00,0.09431312793312396,Residential,3,Allowed,Yes,28.66247123505306,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,3,85.98741370515918,0.09174635181595052,0.054737703455794325,0.08332097291144729
21499,qp09gz,48,1900-01-01 06:00:00,0.06703009871527216,Residential,1,Not Allowed,No,24.29219592947808,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,0,24.29219592947808,0.09174635181595052,0.054737703455794325,0.08332097291144729
21500,qp09ux,48,1900-01-01 06:00:00,0.03598638327320761,Residential,2,Not Allowed,Yes,26.757220555082995,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,0,53.51444111016599,0.09174635181595052,0.054737703455794325,0.08332097291144729
21501,qp09uz,48,1900-01-01 06:00:00,0.17765242929893765,Residential,2,Not Allowed,Yes,-4.255228353743185,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,0,-8.51045670748637,0.09174635181595052,0.054737703455794325,0.0822105258770479
21502,qp09vp,48,1900-01-01 06:00:00,0.0022986559956891064,Residential,1,Not Allowed,No,10.661225186292796,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,0,10.661225186292796,0.09174635181595052,0.054737703455794325,0.08367434601534707
21503,qp09vr,48,1900-01-01 06:00:00,8.542114572017313e-05,Residential,3,Allowed,Yes,15.34587022365258,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,3,46.03761067095774,0.09174635181595052,0.054737703455794325,0.08272343183093117
21504,qp09vx,48,1900-01-01 06:00:00,0.0022410414640971882,Residential,3,Allowed,Yes,19.69272065412711,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,3,59.07816196238133,0.09174635181595052,0.054737703455794325,0.08332097291144729
21505,qp09vz,48,1900-01-01 06:00:00,0.0009276406287988652,Residential,3,Allowed,Yes,16.368942954853196,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,3,49.10682886455959,0.09174635181595052,0.054737703455794325,0.08272343183093117
21506,qp09yp,48,1900-01-01 06:00:00,0.02872253831806987,Residential,2,Not Allowed,Yes,17.95306975930819,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp09,0,35.90613951861638,0.09174635181595052,0.054737703455794325,0.08272343183093117
21507,qp06n8,48,1900-01-01 06:00:00,0.012856124558636444,Residential,1,Not Allowed,No,23.88543482596037,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,23.88543482596037,0.09174635181595052,0.054737703455794325,0.08332097291144729
21508,qp06nb,48,1900-01-01 06:00:00,0.057681109429433636,Residential,1,Not Allowed,No,10.456214345561373,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,10.456214345561373,0.09174635181595052,0.054737703455794325,0.08367434601534707
21509,qp06p0,48,1900-01-01 06:00:00,0.00956922197978991,Residential,3,Allowed,Yes,5.821449364524208,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,17.464348093572625,0.09174635181595052,0.054737703455794325,0.0822105258770479
21510,qp06p2,48,1900-01-01 06:00:00,0.04572752691818283,Residential,3,Allowed,Yes,21.557598202708817,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,64.67279460812645,0.09174635181595052,0.054737703455794325,0.08332097291144729
21511,qp06pb,48,1900-01-01 06:00:00,0.05858719469686145,Residential,1,Not Allowed,No,7.599445421981088,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,7.599445421981088,0.09174635181595052,0.054737703455794325,0.08367434601534707
21512,qp0d00,48,1900-01-01 06:00:00,0.06405541698044057,Residential,3,Allowed,Yes,17.90589668756397,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,53.717690062691915,0.09174635181595052,0.054737703455794325,0.08272343183093117
21513,qp0d02,48,1900-01-01 06:00:00,0.0016148584653840766,Residential,3,Allowed,Yes,8.220971259110076,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,24.66291377733023,0.09174635181595052,0.054737703455794325,0.08367434601534707
21514,qp0d12,48,1900-01-01 06:00:00,0.029552650061096676,Residential,2,Not Allowed,Yes,16.382587216677827,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,32.765174433355654,0.09174635181595052,0.054737703455794325,0.08272343183093117
21515,qp0d18,48,1900-01-01 06:00:00,0.02068180410127777,Residential,2,Not Allowed,Yes,17.968668927688533,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,35.937337855377066,0.09174635181595052,0.054737703455794325,0.08272343183093117
21516,qp0d1b,48,1900-01-01 06:00:00,0.025965824406326284,Residential,2,Not Allowed,Yes,14.733722814022402,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,29.467445628044803,0.09174635181595052,0.054737703455794325,0.08272343183093117
21517,qp0d48,48,1900-01-01 06:00:00,0.013151669678275201,Residential,3,Allowed,Yes,20.00353339234261,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,60.01060017702783,0.09174635181595052,0.054737703455794325,0.08332097291144729
21518,qp0d4b,48,1900-01-01 06:00:00,0.16421056961386934,Residential,1,Not Allowed,No,9.242375246612031,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,9.242375246612031,0.09174635181595052,0.054737703455794325,0.08367434601534707
21519,qp0d50,48,1900-01-01 06:00:00,0.014495817906185666,Residential,1,Not Allowed,No,21.614617009759407,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,21.614617009759407,0.09174635181595052,0.054737703455794325,0.08332097291144729
21520,qp0d52,48,1900-01-01 06:00:00,0.06348755271710364,Residential,3,Allowed,Yes,26.355526442852963,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,79.06657932855889,0.09174635181595052,0.054737703455794325,0.08332097291144729
21521,qp0d58,48,1900-01-01 06:00:00,0.07268661729911081,Residential,1,Not Allowed,No,15.682530291134528,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,15.682530291134528,0.09174635181595052,0.054737703455794325,0.08272343183093117
21522,qp0d5b,48,1900-01-01 06:00:00,0.021637638529534885,Residential,1,Not Allowed,No,19.95407994405886,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,19.95407994405886,0.09174635181595052,0.054737703455794325,0.08332097291144729
21523,qp0dh0,48,1900-01-01 06:00:00,0.05337158820559457,Residential,3,Allowed,Yes,17.537559674199027,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,52.61267902259708,0.09174635181595052,0.054737703455794325,0.08272343183093117
21524,qp0dh8,48,1900-01-01 06:00:00,0.07031531477616229,Residential,1,Not Allowed,No,12.934850635119751,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,12.934850635119751,0.09174635181595052,0.054737703455794325,0.08367434601534707
21525,qp0dhb,48,1900-01-01 06:00:00,0.17559627369553021,Residential,1,Not Allowed,No,31.0800905189428,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,31.0800905189428,0.09174635181595052,0.054737703455794325,0.08332097291144729
21526,qp0dj0,48,1900-01-01 06:00:00,0.1054320380001675,Residential,2,Not Allowed,Yes,13.752254113345984,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,27.504508226691968,0.09174635181595052,0.054737703455794325,0.08367434601534707
21527,qp06n9,48,1900-01-01 06:00:00,0.007144816159284817,Residential,3,Allowed,Yes,2.2429653718040434,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,6.72889611541213,0.09174635181595052,0.054737703455794325,0.0822105258770479
21528,qp06nc,48,1900-01-01 06:00:00,0.06401362041753501,Residential,1,Not Allowed,No,18.1501331409292,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,18.1501331409292,0.09174635181595052,0.054737703455794325,0.08272343183093117
21529,qp06p3,48,1900-01-01 06:00:00,0.012136989702946525,Residential,1,Not Allowed,No,12.757679069508216,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,12.757679069508216,0.09174635181595052,0.054737703455794325,0.08367434601534707
21530,qp06p9,48,1900-01-01 06:00:00,0.02939821576103368,Residential,3,Allowed,Yes,11.65685035232697,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,34.97055105698091,0.09174635181595052,0.054737703455794325,0.08367434601534707
21531,qp0d03,48,1900-01-01 06:00:00,0.010089352318377846,Residential,1,Not Allowed,No,9.149627574426043,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,9.149627574426043,0.09174635181595052,0.054737703455794325,0.08367434601534707
21532,qp0d0c,48,1900-01-01 06:00:00,0.011223349483509252,Residential,1,Not Allowed,No,9.279704835649742,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,9.279704835649742,0.09174635181595052,0.054737703455794325,0.08367434601534707
21533,qp0d11,48,1900-01-01 06:00:00,0.018658930141820733,Residential,1,Not Allowed,No,20.582605010817105,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,20.582605010817105,0.09174635181595052,0.054737703455794325,0.08332097291144729
21534,qp0d13,48,1900-01-01 06:00:00,0.015539533366103048,Residential,2,Not Allowed,Yes,24.93893681686556,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,49.87787363373112,0.09174635181595052,0.054737703455794325,0.08332097291144729
21535,qp0d19,48,1900-01-01 06:00:00,0.0008251151714812425,Residential,1,Not Allowed,No,0.1190552136083198,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,0.1190552136083198,0.09174635181595052,0.054737703455794325,0.0822105258770479
21536,qp0d1c,48,1900-01-01 06:00:00,0.002901099557846315,Residential,1,Not Allowed,No,25.35742906336056,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,25.35742906336056,0.09174635181595052,0.054737703455794325,0.08332097291144729
21537,qp0d49,48,1900-01-01 06:00:00,0.0033806333892177315,Residential,1,Not Allowed,No,17.683708097648115,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,17.683708097648115,0.09174635181595052,0.054737703455794325,0.08272343183093117
21538,qp0d4c,48,1900-01-01 06:00:00,0.003425977906786732,Residential,2,Not Allowed,Yes,14.003596922127588,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,28.007193844255177,0.09174635181595052,0.054737703455794325,0.08272343183093117
21539,qp0d51,48,1900-01-01 06:00:00,0.05038924340699195,Residential,3,Allowed,Yes,15.04406823641922,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,45.13220470925766,0.09174635181595052,0.054737703455794325,0.08272343183093117
21540,qp0d53,48,1900-01-01 06:00:00,0.11625388527151675,Residential,1,Not Allowed,No,21.31861259954151,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,21.31861259954151,0.09174635181595052,0.054737703455794325,0.08332097291144729
21541,qp0d59,48,1900-01-01 06:00:00,0.0009969047157848518,Residential,3,Allowed,Yes,8.214134619650723,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,24.64240385895217,0.09174635181595052,0.054737703455794325,0.08367434601534707
21542,qp0dh3,48,1900-01-01 06:00:00,0.0078786084386524,Residential,2,Not Allowed,Yes,4.373576573388121,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,8.747153146776242,0.09174635181595052,0.054737703455794325,0.0822105258770479
21543,qp0dh9,48,1900-01-01 06:00:00,0.11913002636298327,Residential,1,Not Allowed,No,16.386253239588694,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,16.386253239588694,0.09174635181595052,0.054737703455794325,0.08272343183093117
21544,qp0dhc,48,1900-01-01 06:00:00,0.009231194193207046,Residential,2,Not Allowed,Yes,4.0707387027234425,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,8.141477405446885,0.09174635181595052,0.054737703455794325,0.0822105258770479
21545,qp0dj1,48,1900-01-01 06:00:00,0.20259231768001304,Street,1,Not Allowed,Yes,16.382587216677827,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,16.382587216677827,0.09174635181595052,0.24109276068095653,0.08332097291144729
21546,qp06nd,48,1900-01-01 06:00:00,0.01933634732513334,Residential,1,Not Allowed,No,24.0561685705835,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,24.0561685705835,0.09174635181595052,0.054737703455794325,0.08332097291144729
21547,qp06nf,48,1900-01-01 06:00:00,0.03424118186767041,Residential,1,Not Allowed,No,21.546981172682223,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,21.546981172682223,0.09174635181595052,0.054737703455794325,0.08332097291144729
21548,qp06p6,48,1900-01-01 06:00:00,0.012544667873299527,Residential,3,Allowed,Yes,10.674403041187595,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,32.023209123562786,0.09174635181595052,0.054737703455794325,0.08367434601534707
21549,qp06pd,48,1900-01-01 06:00:00,0.009664977173901617,Residential,2,Not Allowed,Yes,18.763673696203263,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,37.527347392406526,0.09174635181595052,0.054737703455794325,0.08272343183093117
21550,qp06pf,48,1900-01-01 06:00:00,0.006560665353440796,Residential,1,Not Allowed,No,7.653483558592221,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,7.653483558592221,0.09174635181595052,0.054737703455794325,0.08367434601534707
21551,qp0d06,48,1900-01-01 06:00:00,0.002858164122385757,Residential,2,Not Allowed,Yes,18.869692462553683,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,37.739384925107366,0.09174635181595052,0.054737703455794325,0.08272343183093117
21552,qp0d0f,48,1900-01-01 06:00:00,0.03465405025181963,Residential,1,Not Allowed,No,14.683300374158376,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,14.683300374158376,0.09174635181595052,0.054737703455794325,0.08272343183093117
21553,qp0d54,48,1900-01-01 06:00:00,0.03234238794388872,Residential,1,Not Allowed,No,7.666519565878755,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,7.666519565878755,0.09174635181595052,0.054737703455794325,0.08367434601534707
21554,qp0d5f,48,1900-01-01 06:00:00,0.05675411119608912,Residential,1,Not Allowed,No,12.094135568951312,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,12.094135568951312,0.09174635181595052,0.054737703455794325,0.08367434601534707
21555,qp0dh4,48,1900-01-01 06:00:00,0.020384949220547833,Residential,1,Not Allowed,No,22.62524397866572,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,22.62524397866572,0.09174635181595052,0.054737703455794325,0.08332097291144729
21556,qp0dh6,48,1900-01-01 06:00:00,0.0036890409412361712,Residential,2,Not Allowed,Yes,19.59641688865773,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,39.19283377731546,0.09174635181595052,0.054737703455794325,0.08332097291144729
21557,qp0dj4,48,1900-01-01 06:00:00,0.021203240280658463,Residential,3,Allowed,Yes,14.116918422131723,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,42.35075526639517,0.09174635181595052,0.054737703455794325,0.08272343183093117
21558,qp0dj6,48,1900-01-01 06:00:00,0.007596296688372411,Residential,3,Allowed,Yes,10.083893573467432,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,30.251680720402295,0.09174635181595052,0.054737703455794325,0.08367434601534707
21559,qp06ne,48,1900-01-01 06:00:00,0.005763578431020826,Residential,3,Allowed,Yes,6.542913160944172,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,19.628739482832515,0.09174635181595052,0.054737703455794325,0.0822105258770479
21560,qp06p5,48,1900-01-01 06:00:00,0.12255479335194197,Residential,2,Not Allowed,Yes,23.38976568541009,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,46.77953137082018,0.09174635181595052,0.054737703455794325,0.08332097291144729
21561,qp06p7,48,1900-01-01 06:00:00,0.019094612167176034,Residential,3,Allowed,Yes,7.224219213814974,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,21.67265764144492,0.09174635181595052,0.054737703455794325,0.08367434601534707
21562,qp06pe,48,1900-01-01 06:00:00,0.032011032665512834,Residential,2,Not Allowed,Yes,14.136014959219647,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,28.272029918439294,0.09174635181595052,0.054737703455794325,0.08272343183093117
21563,qp06pg,48,1900-01-01 06:00:00,0.01161832906283406,Residential,1,Not Allowed,No,13.522037069888482,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,13.522037069888482,0.09174635181595052,0.054737703455794325,0.08367434601534707
21564,qp0d15,48,1900-01-01 06:00:00,0.023090334847823895,Residential,2,Not Allowed,Yes,22.80824852398825,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,45.6164970479765,0.09174635181595052,0.054737703455794325,0.08332097291144729
21565,qp0d1e,48,1900-01-01 06:00:00,0.00480814471870928,Residential,1,Not Allowed,No,20.051968722456586,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,20.051968722456586,0.09174635181595052,0.054737703455794325,0.08332097291144729
21566,qp0d4e,48,1900-01-01 06:00:00,0.13412154574540544,Residential,3,Allowed,Yes,24.431660775683667,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,73.294982327051,0.09174635181595052,0.054737703455794325,0.08332097291144729
21567,qp0d4g,48,1900-01-01 06:00:00,0.0033246200488564305,Residential,3,Allowed,Yes,19.22783703977873,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,57.68351111933619,0.09174635181595052,0.054737703455794325,0.08332097291144729
21568,qp0dhe,48,1900-01-01 06:00:00,0.1594064312080953,Residential,3,Allowed,Yes,6.040823458920078,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,18.122470376760234,0.09174635181595052,0.054737703455794325,0.0822105258770479
21569,qp0dhg,48,1900-01-01 06:00:00,0.020757778934610296,Residential,2,Not Allowed,Yes,14.88792293897422,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,29.77584587794844,0.09174635181595052,0.054737703455794325,0.08272343183093117
21570,qp0dj5,48,1900-01-01 06:00:00,0.0534145142144325,Residential,3,Allowed,Yes,9.220060394567538,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,27.660181183702612,0.09174635181595052,0.054737703455794325,0.08367434601534707
21571,qp0dj7,48,1900-01-01 06:00:00,0.07247861768336084,Residential,2,Not Allowed,Yes,27.08909309335082,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,54.17818618670164,0.09174635181595052,0.054737703455794325,0.08332097291144729
21572,qp0dn5,48,1900-01-01 06:00:00,0.000428155453595609,Residential,1,Not Allowed,No,9.42050861704964,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,9.42050861704964,0.09174635181595052,0.054737703455794325,0.08367434601534707
21573,qp06ph,48,1900-01-01 06:00:00,0.11730166152593421,Residential,1,Not Allowed,No,-0.7628295615447698,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,-0.7628295615447698,0.09174635181595052,0.054737703455794325,0.0822105258770479
21574,qp06pk,48,1900-01-01 06:00:00,0.041372558480457275,Residential,2,Not Allowed,Yes,15.21805490754446,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,30.43610981508892,0.09174635181595052,0.054737703455794325,0.08272343183093117
21575,qp06pu,48,1900-01-01 06:00:00,0.0016069506178410158,Residential,2,Not Allowed,Yes,19.097385595185667,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,38.194771190371334,0.09174635181595052,0.054737703455794325,0.08332097291144729
21576,qp0d0h,48,1900-01-01 06:00:00,0.0501445774209422,Residential,3,Allowed,Yes,16.382587216677827,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,49.14776165003348,0.09174635181595052,0.054737703455794325,0.08367434601534707
21577,qp0d0k,48,1900-01-01 06:00:00,0.008557050598187777,Residential,2,Not Allowed,Yes,13.321370925863626,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,26.64274185172725,0.09174635181595052,0.054737703455794325,0.08367434601534707
21578,qp0d1h,48,1900-01-01 06:00:00,0.09598294250899483,Residential,1,Not Allowed,No,13.988219295878542,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,13.988219295878542,0.09174635181595052,0.054737703455794325,0.08367434601534707
21579,qp0d4s,48,1900-01-01 06:00:00,0.0910554048416663,Residential,2,Not Allowed,Yes,25.95101402717932,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,51.90202805435864,0.09174635181595052,0.054737703455794325,0.08332097291144729
21580,qp0d4u,48,1900-01-01 06:00:00,0.004225146955257624,Residential,3,Allowed,Yes,24.55658082122787,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,73.6697424636836,0.09174635181595052,0.054737703455794325,0.08332097291144729
21581,qp0dhh,48,1900-01-01 06:00:00,0.011439079626161029,Residential,1,Not Allowed,No,14.102463235941176,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,14.102463235941176,0.09174635181595052,0.054737703455794325,0.08272343183093117
21582,qp0dhk,48,1900-01-01 06:00:00,0.00046893339384875796,Residential,2,Not Allowed,Yes,18.70192166802033,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,37.40384333604066,0.09174635181595052,0.054737703455794325,0.08272343183093117
21583,qp0dhs,48,1900-01-01 06:00:00,0.0037979115499223023,Residential,3,Allowed,Yes,11.407152392787008,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,34.22145717836102,0.09174635181595052,0.054737703455794325,0.08367434601534707
21584,qp0djh,48,1900-01-01 06:00:00,0.004089855143660467,Residential,2,Not Allowed,Yes,17.07571138208021,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,34.15142276416042,0.09174635181595052,0.054737703455794325,0.08272343183093117
21585,qp0djk,48,1900-01-01 06:00:00,0.02295788306670611,Residential,3,Allowed,Yes,-3.891773404881104,Snowy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,-11.675320214643312,0.09174635181595052,0.054737703455794325,0.0822105258770479
21586,qp06nt,48,1900-01-01 06:00:00,0.008245676482943531,Residential,2,Not Allowed,Yes,18.841706852523536,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,37.68341370504707,0.09174635181595052,0.054737703455794325,0.08272343183093117
21587,qp06pj,48,1900-01-01 06:00:00,0.004203347808499148,Residential,3,Allowed,Yes,20.458847434704165,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,3,61.37654230411249,0.09174635181595052,0.054737703455794325,0.08332097291144729
21588,qp06pm,48,1900-01-01 06:00:00,0.010167361813594823,Residential,1,Not Allowed,No,14.255120673354138,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,14.255120673354138,0.09174635181595052,0.054737703455794325,0.08272343183093117
21589,qp06pt,48,1900-01-01 06:00:00,0.014137864224658512,Residential,1,Not Allowed,No,18.561162873118853,Foggy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,18.561162873118853,0.09174635181595052,0.054737703455794325,0.08272343183093117
21590,qp06pv,48,1900-01-01 06:00:00,0.005446166865855407,Residential,1,Not Allowed,No,21.897865329815144,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp06,0,21.897865329815144,0.09174635181595052,0.054737703455794325,0.08332097291144729
21591,qp0d0j,48,1900-01-01 06:00:00,0.03282811354895515,Residential,1,Not Allowed,No,13.986806348789704,Rainy,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,13.986806348789704,0.09174635181595052,0.054737703455794325,0.08367434601534707
21592,qp0d0m,48,1900-01-01 06:00:00,0.005857243579532678,Residential,3,Allowed,Yes,21.24530303419044,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,63.73590910257131,0.09174635181595052,0.054737703455794325,0.08332097291144729
21593,qp0d0t,48,1900-01-01 06:00:00,0.018782212180173112,Residential,3,Allowed,Yes,22.55627301172175,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,67.66881903516526,0.09174635181595052,0.054737703455794325,0.08332097291144729
21594,qp0d1m,48,1900-01-01 06:00:00,0.04765170175115696,Residential,1,Not Allowed,No,20.124972664096788,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,0,20.124972664096788,0.09174635181595052,0.054737703455794325,0.08332097291144729
21595,qp0d4t,48,1900-01-01 06:00:00,0.0765197554086455,Residential,3,Allowed,Yes,19.91126791603551,Sunny,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,qp,qp0,qp0d,3,59.733803748106524,0.09174635181595052,0.054737703455794325,0.08332097291144729
