Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,hour,minute,dayofweek,month,dayofmonth,weekofyear,is_weekend
25188,qp0dh1,48,1900-01-01 07:00:00,0.0223476381396837,Residential,3,Allowed,Yes,26.578493065564665,Sunny,7,0,0,1,1,1,0
25189,qp0dh9,48,1900-01-01 07:00:00,0.1781110651909218,Residential,1,Not Allowed,No,27.44263567589468,Sunny,7,0,0,1,1,1,0
25190,qp0dhc,48,1900-01-01 07:00:00,0.0012196646036663,Residential,1,Not Allowed,No,11.114309405366413,Rainy,7,0,0,1,1,1,0
25191,qp0dj1,48,1900-01-01 07:00:00,0.3071971789950539,Street,1,Not Allowed,Yes,16.146143430549685,Foggy,7,0,0,1,1,1,0
25192,qp06nd,48,1900-01-01 07:00:00,0.000827087793411,Residential,1,Not Allowed,No,21.889489535568288,Sunny,7,0,0,1,1,1,0
25193,qp06nf,48,1900-01-01 07:00:00,0.0192196133111877,Residential,3,Allowed,Yes,19.15632097310989,Sunny,7,0,0,1,1,1,0
25194,qp06p4,48,1900-01-01 07:00:00,0.0171323937014619,Residential,2,Not Allowed,Yes,9.104074000105816,Rainy,7,0,0,1,1,1,0
25195,qp06pd,48,1900-01-01 07:00:00,0.0160522860773279,Residential,3,Allowed,Yes,23.403452626293227,Sunny,7,0,0,1,1,1,0
25196,qp06pf,48,1900-01-01 07:00:00,0.0061850713127993,Residential,2,Not Allowed,Yes,11.356105276611316,Rainy,7,0,0,1,1,1,0
25197,qp0d04,48,1900-01-01 07:00:00,0.0023313720573836,Residential,2,Not Allowed,Yes,13.52634146292452,Rainy,7,0,0,1,1,1,0
25198,qp0d06,48,1900-01-01 07:00:00,0.0125984336976413,Residential,1,Not Allowed,No,4.037438694821558,Snowy,7,0,0,1,1,1,0
25199,qp0d0f,48,1900-01-01 07:00:00,0.038724646938151,Residential,3,Allowed,Yes,31.995128341096745,Sunny,7,0,0,1,1,1,0
25200,qp0d14,48,1900-01-01 07:00:00,0.0468501754539245,Residential,2,Not Allowed,Yes,18.418990658368376,Foggy,7,0,0,1,1,1,0
25201,qp0d54,48,1900-01-01 07:00:00,0.085567706546929,Residential,3,Allowed,Yes,7.17196602377738,Rainy,7,0,0,1,1,1,0
25202,qp0dh4,48,1900-01-01 07:00:00,0.0445429218429133,Residential,2,Not Allowed,Yes,17.336639273594553,Foggy,7,0,0,1,1,1,0
25203,qp0dh6,48,1900-01-01 07:00:00,0.0257460126882303,Residential,1,Not Allowed,No,,Rainy,7,0,0,1,1,1,0
25204,qp0dj4,48,1900-01-01 07:00:00,0.0374168370800039,Residential,2,Not Allowed,Yes,17.545036889907188,Foggy,7,0,0,1,1,1,0
25205,qp0dj6,48,1900-01-01 07:00:00,0.0055749119580524,Residential,1,Not Allowed,No,15.928480188149695,Foggy,7,0,0,1,1,1,0
25206,qp06ne,48,1900-01-01 07:00:00,0.0026358788852613,Residential,1,Not Allowed,No,17.047513514139045,Foggy,7,0,0,1,1,1,0
25207,qp06p5,48,1900-01-01 07:00:00,0.1008847384864135,Residential,2,Not Allowed,Yes,12.95165607859955,Rainy,7,0,0,1,1,1,0
25208,qp06p7,48,1900-01-01 07:00:00,0.0204269227464373,Residential,2,Not Allowed,Yes,17.000757583917334,Foggy,7,0,0,1,1,1,0
25209,qp06pe,48,1900-01-01 07:00:00,0.0257190828651228,Residential,3,Allowed,Yes,6.6704738862397335,Snowy,7,0,0,1,1,1,0
25210,qp06pg,48,1900-01-01 07:00:00,0.0157184868503485,Residential,2,Not Allowed,Yes,15.157329813688776,Foggy,7,0,0,1,1,1,0
25211,qp0d15,48,1900-01-01 07:00:00,0.0347759070212865,Residential,1,Not Allowed,No,11.873133747084204,Rainy,7,0,0,1,1,1,0
25212,qp0d1g,48,1900-01-01 07:00:00,0.0106396619060966,Residential,1,Not Allowed,No,13.673779285009696,Rainy,7,0,0,1,1,1,0
25213,qp0d4e,48,1900-01-01 07:00:00,0.1185462024067576,Residential,2,Not Allowed,Yes,17.335831619140716,Foggy,7,0,0,1,1,1,0
25214,qp0d4g,48,1900-01-01 07:00:00,0.0298429952309116,Residential,1,Not Allowed,No,7.303348066618083,Rainy,7,0,0,1,1,1,0
25215,qp0dh7,48,1900-01-01 07:00:00,0.009393815779534,Residential,3,Allowed,Yes,19.17185467932903,Sunny,7,0,0,1,1,1,0
25216,qp0dhe,48,1900-01-01 07:00:00,0.183084544159402,Residential,3,Allowed,Yes,25.565701089320864,Sunny,7,0,0,1,1,1,0
25217,qp0dhg,48,1900-01-01 07:00:00,0.0819641307594905,Residential,3,Allowed,Yes,4.806141124496705,Snowy,7,0,0,1,1,1,0
25218,qp0dj5,48,1900-01-01 07:00:00,0.1083563378574311,Residential,3,Allowed,Yes,9.238814075986308,Rainy,7,0,0,1,1,1,0
25219,qp0dj7,48,1900-01-01 07:00:00,0.057039188422511,Residential,3,Allowed,Yes,11.879202363492665,Rainy,7,0,0,1,1,1,0
25220,qp0djg,48,1900-01-01 07:00:00,0.0095673323889751,Residential,3,Allowed,Yes,2.521438058586288,,7,0,0,1,1,1,0
25221,qp0dn5,48,1900-01-01 07:00:00,0.0043818678428969,Residential,3,Allowed,Yes,28.119894618027,Sunny,7,0,0,1,1,1,0
25222,qp06ph,48,1900-01-01 07:00:00,0.0745218122905971,Residential,1,Not Allowed,No,10.354339394854298,Rainy,7,0,0,1,1,1,0
25223,qp06pk,48,1900-01-01 07:00:00,0.0255881622320569,Residential,1,Not Allowed,No,10.990267097126058,Rainy,7,0,0,1,1,1,0
25224,qp06ps,48,1900-01-01 07:00:00,0.004652826363967,Residential,3,Allowed,Yes,11.240077714906874,Rainy,7,0,0,1,1,1,0
25225,qp06pu,48,1900-01-01 07:00:00,0.0035662749586945,Residential,2,Not Allowed,Yes,14.284604726253558,Foggy,7,0,0,1,1,1,0
25226,qp0d0h,48,1900-01-01 07:00:00,0.1326096280167961,Residential,2,Not Allowed,Yes,10.662420646779346,Rainy,7,0,0,1,1,1,0
25227,qp0d0k,48,1900-01-01 07:00:00,0.0098694887355998,Residential,1,Not Allowed,No,2.0365650817836,Snowy,7,0,0,1,1,1,0
25228,qp0d1h,48,1900-01-01 07:00:00,0.0830337394959539,Residential,3,Allowed,Yes,16.252935767666965,Foggy,7,0,0,1,1,1,0
25229,qp0d4s,48,1900-01-01 07:00:00,0.1443412318477208,Residential,3,Allowed,Yes,17.63784672300755,Foggy,7,0,0,1,1,1,0
25230,qp0d4u,48,1900-01-01 07:00:00,0.0413363446092238,Residential,1,Not Allowed,No,4.246549877946336,Snowy,7,0,0,1,1,1,0
25231,qp0dhh,48,1900-01-01 07:00:00,0.019312266719504,Residential,2,Not Allowed,Yes,18.523216385943797,Foggy,7,0,0,1,1,1,0
25232,qp0dhk,48,1900-01-01 07:00:00,0.0431815013863223,Residential,3,Allowed,Yes,12.61619289034198,Rainy,7,0,0,1,1,1,0
25233,qp0dhs,48,1900-01-01 07:00:00,0.0602838358502201,Residential,2,Not Allowed,Yes,15.70892484384948,Foggy,7,0,0,1,1,1,0
25234,qp0djk,48,1900-01-01 07:00:00,0.0230500948162281,Residential,1,Not Allowed,No,,Foggy,7,0,0,1,1,1,0
25235,qp0djs,48,1900-01-01 07:00:00,0.02187355013836,Residential,2,Not Allowed,Yes,8.573817689741205,Rainy,7,0,0,1,1,1,0
25236,qp06pj,48,1900-01-01 07:00:00,0.0126542192658417,Residential,1,Not Allowed,No,4.286883918903454,Snowy,7,0,0,1,1,1,0
25237,qp06pm,48,1900-01-01 07:00:00,0.0084960870104164,Residential,1,Not Allowed,No,16.430799924214657,Foggy,7,0,0,1,1,1,0
25238,qp06pt,48,1900-01-01 07:00:00,0.0053780164940324,Residential,3,Allowed,Yes,16.684099751788818,Foggy,7,0,0,1,1,1,0
25239,qp06pv,48,1900-01-01 07:00:00,0.0066725410633907,Residential,3,Allowed,Yes,28.976950056473047,Sunny,7,0,0,1,1,1,0
25240,qp0d0j,48,1900-01-01 07:00:00,0.0348360880850809,Residential,3,Allowed,Yes,17.513473013170454,Foggy,7,0,0,1,1,1,0
25241,qp0d0m,48,1900-01-01 07:00:00,0.0128488215316976,Residential,1,Not Allowed,No,12.293682852035763,Rainy,7,0,0,1,1,1,0
25242,qp0d0t,48,1900-01-01 07:00:00,0.0124151405176181,Residential,2,Not Allowed,Yes,17.390201526890372,Foggy,7,0,0,1,1,1,0
25243,qp0d1m,48,1900-01-01 07:00:00,0.038488730760315,Residential,3,Allowed,Yes,28.605069692453483,Sunny,7,0,0,1,1,1,0
25244,qp0d4t,48,1900-01-01 07:00:00,0.0778720275754186,Residential,2,Not Allowed,Yes,16.468635165501166,Foggy,7,0,0,1,1,1,0
25245,qp0d4v,48,1900-01-01 07:00:00,0.0227044333188327,Residential,2,Not Allowed,Yes,20.13379565612386,Sunny,7,0,0,1,1,1,0
25246,qp0dht,48,1900-01-01 07:00:00,0.180932283651477,Residential,3,Allowed,Yes,10.307273287246325,Rainy,7,0,0,1,1,1,0
25247,qp0djj,48,1900-01-01 07:00:00,0.0154793639605772,Residential,2,Not Allowed,Yes,8.44711920721638,Rainy,7,0,0,1,1,1,0
25248,qp0djm,48,1900-01-01 07:00:00,0.0160764402675326,Residential,2,Not Allowed,Yes,23.152488435008756,Sunny,7,0,0,1,1,1,0
25249,qp0djt,48,1900-01-01 07:00:00,0.0164011178011566,Residential,1,Not Allowed,No,24.616325627003764,Sunny,7,0,0,1,1,1,0
25250,qp0dnj,48,1900-01-01 07:00:00,0.0091597476198372,Residential,1,Not Allowed,No,25.77182303441485,Sunny,7,0,0,1,1,1,0
25251,qp06pn,48,1900-01-01 07:00:00,0.0077946851903658,Residential,1,Not Allowed,No,21.395994852979456,Sunny,7,0,0,1,1,1,0
25252,qp06pq,48,1900-01-01 07:00:00,0.0050939419767695,Residential,1,Not Allowed,No,17.12208417983514,Foggy,7,0,0,1,1,1,0
25253,qp06pw,48,1900-01-01 07:00:00,0.0054013342531406,Residential,2,Not Allowed,Yes,24.30491596069951,Sunny,7,0,0,1,1,1,0
25254,qp06py,48,1900-01-01 07:00:00,0.0555156421923871,Residential,3,Allowed,Yes,17.637664434768148,Foggy,7,0,0,1,1,1,0
25255,qp0d0n,48,1900-01-01 07:00:00,0.0153624792367188,Residential,1,Not Allowed,No,11.211333253149023,Rainy,7,0,0,1,1,1,0
25256,qp0d0q,48,1900-01-01 07:00:00,0.0100789628795839,Residential,3,Allowed,Yes,6.754624974980168,Snowy,7,0,0,1,1,1,0
25257,qp0d0w,48,1900-01-01 07:00:00,0.0340617433758256,Residential,2,Not Allowed,Yes,17.164951243015185,Foggy,7,0,0,1,1,1,0
25258,qp0d1n,48,1900-01-01 07:00:00,0.0347894300442052,Residential,1,Not Allowed,No,1.7457364513334284,Snowy,7,0,0,1,1,1,0
25259,qp0d1y,48,1900-01-01 07:00:00,0.0160694069464987,Residential,3,Allowed,Yes,19.809465952404803,Sunny,7,0,0,1,1,1,0
25260,qp0d4n,48,1900-01-01 07:00:00,0.0316685807273517,Residential,2,Not Allowed,Yes,15.405455292721824,Foggy,7,0,0,1,1,1,0
25261,qp0d4q,48,1900-01-01 07:00:00,0.1296254729629962,Residential,2,Not Allowed,Yes,16.576701609212954,Foggy,7,0,0,1,1,1,0
25262,qp0d4w,48,1900-01-01 07:00:00,0.2909787396236348,Street,1,Not Allowed,Yes,16.72097548038328,Foggy,7,0,0,1,1,1,0
25263,qp0dhw,48,1900-01-01 07:00:00,0.0283558581985584,Residential,3,Allowed,Yes,27.88787656120725,Sunny,7,0,0,1,1,1,0
25264,qp0djy,48,1900-01-01 07:00:00,0.0029512053472286,Residential,1,Not Allowed,No,19.328774534110345,Sunny,7,0,0,1,1,1,0
25265,qp02yc,48,1900-01-01 07:15:00,0.0270921773461201,Residential,2,Not Allowed,Yes,,Sunny,7,15,0,1,1,1,0
25266,qp02z3,48,1900-01-01 07:15:00,0.0199439954297766,Residential,2,Not Allowed,Yes,19.32147882093876,Sunny,7,15,0,1,1,1,0
25267,qp02zc,48,1900-01-01 07:15:00,0.0478870206632769,Residential,2,Not Allowed,Yes,9.477927398834115,Rainy,7,15,0,1,1,1,0
25268,qp02z6,48,1900-01-01 07:15:00,0.1171532669714933,Residential,1,Not Allowed,No,27.26280276254677,Sunny,7,15,0,1,1,1,0
25269,qp02zd,48,1900-01-01 07:15:00,0.0441486772139311,Residential,1,Not Allowed,No,15.364085812471007,Foggy,7,15,0,1,1,1,0
25270,qp02z5,48,1900-01-01 07:15:00,0.0360380586020241,Residential,1,Not Allowed,No,19.170872956316103,Sunny,7,15,0,1,1,1,0
25271,qp02z7,48,1900-01-01 07:15:00,0.0137881820742741,Residential,1,Not Allowed,No,6.28321599616848,Snowy,7,15,0,1,1,1,0
25272,qp02ze,48,1900-01-01 07:15:00,0.1505166946134581,Residential,3,Allowed,Yes,16.12573289165702,Foggy,7,15,0,1,1,1,0
25273,qp02zg,48,1900-01-01 07:15:00,0.0432117029580425,Residential,2,Not Allowed,Yes,26.610446790634956,Sunny,7,15,0,1,1,1,0
25274,qp08b7,48,1900-01-01 07:15:00,0.0888004090212336,Residential,3,Allowed,Yes,10.23219202808825,Rainy,7,15,0,1,1,1,0
25275,qp02zh,48,1900-01-01 07:15:00,0.3283744648998233,Street,1,Not Allowed,Yes,18.5588765619188,Foggy,7,15,0,1,1,1,0
25276,qp02zk,48,1900-01-01 07:15:00,0.0674001518020472,Residential,3,Allowed,Yes,15.929777186760989,Foggy,7,15,0,1,1,1,0
25277,qp02zs,48,1900-01-01 07:15:00,0.1061904992820047,Residential,2,Not Allowed,Yes,13.237100464120704,Rainy,7,15,0,1,1,1,0
25278,qp02zu,48,1900-01-01 07:15:00,0.067722573925864,Residential,2,Not Allowed,Yes,24.93066329453392,Sunny,7,15,0,1,1,1,0
25279,qp08bh,48,1900-01-01 07:15:00,0.1632882671058466,Residential,1,Not Allowed,No,21.491108185108764,Sunny,7,15,0,1,1,1,0
25280,qp08bk,48,1900-01-01 07:15:00,0.0705657546328336,Residential,2,Not Allowed,Yes,7.315852707490434,Rainy,7,15,0,1,1,1,0
25281,qp02zj,48,1900-01-01 07:15:00,0.1149929656117306,Residential,2,Not Allowed,Yes,18.713436216745173,Foggy,7,15,0,1,1,1,0
25282,qp02zm,48,1900-01-01 07:15:00,0.0775911934441579,Residential,2,Not Allowed,Yes,13.087627966036504,Rainy,7,15,0,1,1,1,0
25283,qp02zt,48,1900-01-01 07:15:00,0.4024105546421731,Highway,5,Allowed,No,24.37008667431823,Sunny,7,15,0,1,1,1,0
25284,qp02zv,48,1900-01-01 07:15:00,0.1107331095987121,,2,Not Allowed,Yes,14.666096144872682,Foggy,7,15,0,1,1,1,0
25285,qp08bj,48,1900-01-01 07:15:00,0.1541986339164198,Residential,3,Allowed,Yes,5.41939875272362,Snowy,7,15,0,1,1,1,0
25286,qp08bm,48,1900-01-01 07:15:00,0.0375176557320953,Residential,2,Not Allowed,Yes,15.10085062250179,Foggy,7,15,0,1,1,1,0
25287,qp08cm,48,1900-01-01 07:15:00,0.0197538958417955,Residential,1,Not Allowed,No,5.560438910441794,Snowy,7,15,0,1,1,1,0
25288,qp08fv,48,1900-01-01 07:15:00,0.0166042267648812,Residential,2,Not Allowed,Yes,12.038081612749014,Rainy,7,15,0,1,1,1,0
25289,qp08gj,48,1900-01-01 07:15:00,0.0074016139233837,Residential,2,Not Allowed,Yes,19.586351302597464,Sunny,7,15,0,1,1,1,0
25290,qp08gm,48,1900-01-01 07:15:00,0.1425170572952187,Residential,2,Not Allowed,Yes,13.7262465715911,Rainy,7,15,0,1,1,1,0
25291,qp08gt,48,1900-01-01 07:15:00,0.0147820007870011,Residential,1,Not Allowed,No,17.636331112876313,Foggy,7,15,0,1,1,1,0
25292,qp02zn,48,1900-01-01 07:15:00,0.1252547389674757,Residential,2,Not Allowed,Yes,10.400321482071371,Rainy,7,15,0,1,1,1,0
25293,qp02zw,48,1900-01-01 07:15:00,0.650238686106091,Highway,2,Allowed,No,27.562533712853543,Sunny,7,15,0,1,1,1,0
25294,qp02zy,48,1900-01-01 07:15:00,0.0643787864743419,Residential,3,Allowed,Yes,21.77030045762251,Sunny,7,15,0,1,1,1,0
25295,qp08bq,48,1900-01-01 07:15:00,0.0056956716120887,Residential,1,Not Allowed,No,10.91638880834201,Rainy,7,15,0,1,1,1,0
25296,qp08by,48,1900-01-01 07:15:00,0.1204842763269575,Residential,1,Not Allowed,No,,Foggy,7,15,0,1,1,1,0
25297,qp08cn,48,1900-01-01 07:15:00,0.0294040146457028,Residential,3,Allowed,Yes,16.77159738136497,Foggy,7,15,0,1,1,1,0
25298,qp08cy,48,1900-01-01 07:15:00,0.0021904725693048,Residential,3,Allowed,Yes,17.412054831460708,Foggy,7,15,0,1,1,1,0
25299,qp08fw,48,1900-01-01 07:15:00,0.0053009649931933,Residential,1,Not Allowed,No,13.888923324650063,Rainy,7,15,0,1,1,1,0
25300,qp08fy,48,1900-01-01 07:15:00,0.0905412063904468,Residential,1,Not Allowed,No,8.74244008741963,Rainy,7,15,0,1,1,1,0
25301,qp08gq,48,1900-01-01 07:15:00,0.090363499848675,Residential,2,Not Allowed,Yes,10.230526835141111,Rainy,7,15,0,1,1,1,0
25302,qp08gw,48,1900-01-01 07:15:00,0.0542387810271727,Residential,1,Not Allowed,No,19.108050668026426,Sunny,7,15,0,1,1,1,0
25303,qp08gy,48,1900-01-01 07:15:00,0.0124702831748477,Residential,3,Allowed,Yes,18.47270999625286,Foggy,7,15,0,1,1,1,0
25304,qp08un,48,1900-01-01 07:15:00,0.0158244402098142,Residential,2,Not Allowed,Yes,23.58243829260414,Sunny,7,15,0,1,1,1,0
25305,qp02yz,48,1900-01-01 07:15:00,0.0279828519817908,Residential,1,Not Allowed,No,16.885862881667855,Foggy,7,15,0,1,1,1,0
25306,qp02zp,48,1900-01-01 07:15:00,0.1219512700886766,Residential,1,Not Allowed,No,17.693654336542654,Foggy,7,15,0,1,1,1,0
25307,qp02zr,48,1900-01-01 07:15:00,0.1847340599853744,Residential,2,Not Allowed,Yes,3.932226761328144,Snowy,7,15,0,1,1,1,0
25308,qp02zx,48,1900-01-01 07:15:00,0.3037312497612032,Street,1,Not Allowed,Yes,-1.5397788645524777,Snowy,7,15,0,1,1,1,0
25309,qp02zz,48,1900-01-01 07:15:00,0.4985054786890812,Highway,3,Allowed,Yes,12.460232491470304,Rainy,7,15,0,1,1,1,0
25310,qp08br,48,1900-01-01 07:15:00,0.0280260699924325,Residential,1,Not Allowed,No,7.334493044457952,Rainy,7,15,0,1,1,1,0
25311,qp08bz,48,1900-01-01 07:15:00,0.1737380485960208,Residential,2,Not Allowed,Yes,23.22239468947011,Sunny,7,15,0,1,1,1,0
25312,qp08cp,48,1900-01-01 07:15:00,0.0698160062608769,Residential,2,Not Allowed,Yes,22.08009904241896,Sunny,7,15,0,1,1,1,0
25313,qp08fz,48,1900-01-01 07:15:00,0.0088546235690288,Residential,2,Not Allowed,Yes,26.87494672505436,Sunny,7,15,0,1,1,1,0
25314,qp08gr,48,1900-01-01 07:15:00,0.1041494065384989,Residential,2,Not Allowed,Yes,27.371615498028355,Sunny,7,15,0,1,1,1,0
25315,qp08gx,48,1900-01-01 07:15:00,0.0604641953814134,Residential,1,Not Allowed,No,12.64211202073699,Rainy,7,15,0,1,1,1,0
25316,qp08gz,48,1900-01-01 07:15:00,0.0866747431120292,Residential,3,Allowed,Yes,14.368167215112871,Foggy,7,15,0,1,1,1,0
25317,qp03nb,48,1900-01-01 07:15:00,0.1201789743789234,Residential,2,Not Allowed,Yes,24.372149108065894,,7,15,0,1,1,1,0
25318,qp03p0,48,1900-01-01 07:15:00,0.0496279891434774,Residential,3,Allowed,Yes,7.494340959788545,Rainy,7,15,0,1,1,1,0
25319,qp03p2,48,1900-01-01 07:15:00,0.2362582511645725,Street,1,Not Allowed,Yes,8.298607404595161,Rainy,7,15,0,1,1,1,0
25320,qp03p8,48,1900-01-01 07:15:00,0.1074686467094761,Residential,1,Not Allowed,No,14.093937024632636,Foggy,7,15,0,1,1,1,0
25321,qp03pb,48,1900-01-01 07:15:00,0.2024835315154185,Residential,3,Allowed,Yes,-8.217933947252245,Snowy,7,15,0,1,1,1,0
25322,qp0900,48,1900-01-01 07:15:00,0.3107888188321737,Street,1,Not Allowed,Yes,0.3151856545921632,Snowy,7,15,0,1,1,1,0
25323,qp0902,48,1900-01-01 07:15:00,0.0548561390573043,Residential,3,Allowed,Yes,22.464555865819914,Sunny,7,15,0,1,1,1,0
25324,qp090b,48,1900-01-01 07:15:00,0.4199295292284749,Highway,4,Allowed,Yes,18.896562193637628,Foggy,7,15,0,1,1,1,0
25325,qp0942,48,1900-01-01 07:15:00,0.003963918075767,Residential,2,Not Allowed,Yes,13.846544972834176,Rainy,7,15,0,1,1,1,0
25326,qp0948,48,1900-01-01 07:15:00,0.0073266185709942,Residential,2,Not Allowed,Yes,26.11100243533289,Sunny,7,15,0,1,1,1,0
25327,qp094b,48,1900-01-01 07:15:00,0.0620795770438716,Residential,2,Not Allowed,Yes,,Foggy,7,15,0,1,1,1,0
25328,qp0950,48,1900-01-01 07:15:00,0.6639134067438971,Highway,5,Allowed,No,9.49479133273256,Rainy,7,15,0,1,1,1,0
25329,qp0952,48,1900-01-01 07:15:00,0.1005712989918597,Residential,2,Not Allowed,Yes,16.077166813881615,Foggy,7,15,0,1,1,1,0
25330,qp0958,48,1900-01-01 07:15:00,0.0756788988208774,Residential,1,Not Allowed,No,11.200572151262667,Rainy,7,15,0,1,1,1,0
25331,qp095b,48,1900-01-01 07:15:00,0.0468423606299957,Residential,3,Allowed,Yes,21.429528527942416,Sunny,7,15,0,1,1,1,0
25332,qp09h0,48,1900-01-01 07:15:00,0.0264778345500884,Residential,1,Not Allowed,No,14.05776844762307,Foggy,7,15,0,1,1,1,0
25333,qp03p3,48,1900-01-01 07:15:00,0.0948456349451418,Residential,2,Not Allowed,Yes,22.87751642491694,Sunny,7,15,0,1,1,1,0
25334,qp03p9,48,1900-01-01 07:15:00,0.0800439411072286,Residential,2,Not Allowed,Yes,24.732498302228528,Sunny,7,15,0,1,1,1,0
25335,qp0901,48,1900-01-01 07:15:00,0.0297797509401951,Residential,2,Not Allowed,Yes,27.453311981341542,Sunny,7,15,0,1,1,1,0
25336,qp0909,48,1900-01-01 07:15:00,0.0671332628042141,Residential,2,Not Allowed,Yes,11.676578850594872,Rainy,7,15,0,1,1,1,0
25337,qp090c,48,1900-01-01 07:15:00,0.2714825981628751,Street,1,Not Allowed,Yes,14.724737945455711,Foggy,7,15,0,1,1,1,0
25338,qp0941,48,1900-01-01 07:15:00,0.0053990760226111,Residential,3,Allowed,Yes,18.948236467446595,Foggy,7,15,0,1,1,1,0
25339,qp0949,48,1900-01-01 07:15:00,0.0586346180615797,Residential,1,Not Allowed,No,16.983044737288434,Foggy,7,15,0,1,1,1,0
25340,qp0951,48,1900-01-01 07:15:00,0.0685153679458208,Residential,1,Not Allowed,No,25.182814741588658,Sunny,7,15,0,1,1,1,0
25341,qp0953,48,1900-01-01 07:15:00,0.0635074739378165,Residential,2,Not Allowed,Yes,21.19785766324223,Sunny,7,15,0,1,1,1,0
25342,qp0959,48,1900-01-01 07:15:00,0.062374247974526,Residential,2,Not Allowed,Yes,39.13161373863991,Sunny,7,15,0,1,1,1,0
25343,qp03nd,48,1900-01-01 07:15:00,0.0265557134091899,Residential,2,Not Allowed,Yes,14.429656046351962,Foggy,7,15,0,1,1,1,0
25344,qp03nf,48,1900-01-01 07:15:00,0.0877289122739932,Residential,3,Allowed,Yes,7.557025845979178,Rainy,7,15,0,1,1,1,0
25345,qp03p4,48,1900-01-01 07:15:00,0.008906804101342,Residential,3,Allowed,Yes,13.896961411564565,Rainy,7,15,0,1,1,1,0
25346,qp03p6,48,1900-01-01 07:15:00,0.0769093795490138,Residential,3,Allowed,Yes,13.291646822099766,Rainy,7,15,0,1,1,1,0
25347,qp03pd,48,1900-01-01 07:15:00,0.1559474271649597,Residential,3,Allowed,Yes,17.785911893170773,Foggy,7,15,0,1,1,1,0
25348,qp03pf,48,1900-01-01 07:15:00,0.0780406859636612,Residential,1,Not Allowed,No,14.79005413416802,Foggy,7,15,0,1,1,1,0
25349,qp0904,48,1900-01-01 07:15:00,0.2217789513445482,Street,1,Not Allowed,Yes,20.19644024666327,Sunny,7,15,0,1,1,1,0
25350,qp090d,48,1900-01-01 07:15:00,0.0021165924429888,Residential,2,Not Allowed,Yes,5.389488674692402,Snowy,7,15,0,1,1,1,0
25351,qp0944,48,1900-01-01 07:15:00,0.0691734776769375,Residential,1,Not Allowed,No,9.465947275935818,Rainy,7,15,0,1,1,1,0
25352,qp094d,48,1900-01-01 07:15:00,0.0301908413145806,Residential,3,Allowed,Yes,12.011474795166512,Rainy,7,15,0,1,1,1,0
25353,qp095d,48,1900-01-01 07:15:00,0.0225110190731957,Residential,3,Allowed,Yes,14.153559912389476,Foggy,7,15,0,1,1,1,0
25354,qp09h4,48,1900-01-01 07:15:00,0.0107860546005815,Residential,2,Not Allowed,Yes,10.785177916639531,Rainy,7,15,0,1,1,1,0
25355,qp03p7,48,1900-01-01 07:15:00,0.3078878169259833,Street,1,Not Allowed,Yes,7.672882257199532,Rainy,7,15,0,1,1,1,0
25356,qp03pe,48,1900-01-01 07:15:00,0.1469230002636686,Residential,3,Allowed,Yes,13.242020879989592,Rainy,7,15,0,1,1,1,0
25357,qp0905,48,1900-01-01 07:15:00,0.1120845140090093,Residential,1,Not Allowed,No,27.352697628790477,Sunny,7,15,0,1,1,1,0
25358,qp0907,48,1900-01-01 07:15:00,0.1920082100935212,Residential,3,Allowed,Yes,,Foggy,7,15,0,1,1,1,0
25359,qp090e,48,1900-01-01 07:15:00,0.2939488150902309,Street,1,Not Allowed,Yes,30.540366220243516,Sunny,7,15,0,1,1,1,0
25360,qp091e,48,1900-01-01 07:15:00,0.01936896855079,Residential,1,Not Allowed,No,11.171627763523878,Rainy,7,15,0,1,1,1,0
25361,qp0945,48,1900-01-01 07:15:00,0.1382408440845848,Residential,3,Allowed,Yes,21.1388915248124,Sunny,7,15,0,1,1,1,0
25362,qp0947,48,1900-01-01 07:15:00,0.0424779493524986,Residential,1,Not Allowed,No,4.500596669344979,Snowy,7,15,0,1,1,1,0
25363,qp094e,48,1900-01-01 07:15:00,0.0013172936937774,Residential,3,Allowed,Yes,15.863367527732004,Foggy,7,15,0,1,1,1,0
25364,qp0957,48,1900-01-01 07:15:00,0.0356367259385377,Residential,3,Allowed,Yes,12.87062236969329,Rainy,7,15,0,1,1,1,0
25365,qp095e,48,1900-01-01 07:15:00,0.0252962309032131,Residential,2,Not Allowed,Yes,10.255115103108915,Rainy,7,15,0,1,1,1,0
25366,qp09h5,48,1900-01-01 07:15:00,0.0426267176760084,Residential,2,Not Allowed,Yes,21.6810254705983,Sunny,7,15,0,1,1,1,0
25367,qp09h7,48,1900-01-01 07:15:00,0.0132198300463723,Residential,3,Allowed,Yes,18.26606941746099,Foggy,7,15,0,1,1,1,0
25368,qp09je,48,1900-01-01 07:15:00,0.0114170805368702,Residential,2,Not Allowed,Yes,10.770609832714069,Rainy,7,15,0,1,1,1,0
25369,qp03pk,48,1900-01-01 07:15:00,0.1269479724365277,Residential,3,Allowed,Yes,17.122861721276305,Foggy,7,15,0,1,1,1,0
25370,qp03ps,48,1900-01-01 07:15:00,0.0948620615960453,Residential,2,Not Allowed,Yes,17.967845613027652,Foggy,7,15,0,1,1,1,0
25371,qp090h,48,1900-01-01 07:15:00,0.0901181860037928,Residential,1,Not Allowed,No,18.426690475213228,Foggy,7,15,0,1,1,1,0
